ti_id	titel	jaar	druk	categorie	voornaam	voorvoegsel	achternaam	uitgever	plaats_van_uitgave	cc_land	genre	geplaatst	link naar DBNL.org	author_id	year_start	year_end	year_precision	decade_start	decade_end	is_anonymous	no_author_id	is_magazine	is_prose	reprint_id	orig_jaar	best_jaar	Naam	Volledige voornaam	Personalia	active_start	active_end	dob_string	dob_location	dob_day	dob_month	dob_year	dob_century	dod_string	dod_location	dod_day	dod_month	dod_year	dod_century
helm003orka02	Orkaan bij nacht	1976	herdruk	herdruk	Albert		Helman			nl	proza	helm003orka02_01	https://www.dbnl.org/tekst/helm003orka02_01	helm003	1934	1934	exact	1970	1970	False	False	False	True	helm003orka02	1934-1934	1934-1934	Helman, Albert		(Paramaribo 7 november 1903 - Amsterdam 10 juli 1996)	1926	1999	Paramaribo 7 november 1903	Paramaribo	7.0	11.0	1903.0	20.0	Amsterdam 10 juli 1996	Amsterdam	10.0	7.0	1996.0	20.0
helm003zuid02	Zuid-Zuid-West	1976	12de druk	herdruk	Albert		Helman			nl	proza	helm003zuid02_01	https://www.dbnl.org/tekst/helm003zuid02_01	helm003	1926	1926	exact	1970	1970	False	False	False	True	helm003zuid02	1926-1926	1926-1926	Helman, Albert		(Paramaribo 7 november 1903 - Amsterdam 10 juli 1996)	1926	1999	Paramaribo 7 november 1903	Paramaribo	7.0	11.0	1903.0	20.0	Amsterdam 10 juli 1996	Amsterdam	10.0	7.0	1996.0	20.0
land004dief02	De dief stelen	1976	8ste druk	herdruk	Olaf J.	de	Landell	De Boekerij	Baarn	nl	proza	land004dief02_01	https://www.dbnl.org/tekst/land004dief02_01	land004	1966	1966	exact	1970	1970	False	False	False	True	land004dief02	1966-1966	1966-1966	Landell, Olaf J. de		(Cirebon (Java) 16 mei 1911 - Hilversum 26 april 1989)	1938	1986	Cirebon (Java) 16 mei 1911	Cirebon (Java)	16.0	5.0	1911.0	20.0	Hilversum 26 april 1989	Hilversum	26.0	4.0	1989.0	20.0
land004inhe02	In het hol van de tamme leeuw	1977	4de, geheel herziene druk	herdruk	Olaf J.	de	Landell	De Boekerij	Baarn	nl	proza	land004inhe02_01	https://www.dbnl.org/tekst/land004inhe02_01	land004	1941	1941	exact	1970	1970	False	False	False	True	land004inhe02	1941-1941	1941-1941	Landell, Olaf J. de		(Cirebon (Java) 16 mei 1911 - Hilversum 26 april 1989)	1938	1986	Cirebon (Java) 16 mei 1911	Cirebon (Java)	16.0	5.0	1911.0	20.0	Hilversum 26 april 1989	Hilversum	26.0	4.0	1989.0	20.0
land004kloo02	Het klooster van de lichtgroene paters	1977	5de druk	herdruk	Olaf J.	de	Landell	De Boekerij	Baarn	nl	proza	land004kloo02_01	https://www.dbnl.org/tekst/land004kloo02_01	land004	1968	1968	exact	1970	1970	False	False	False	True	land004kloo02	1968-1968	1968-1968	Landell, Olaf J. de		(Cirebon (Java) 16 mei 1911 - Hilversum 26 april 1989)	1938	1986	Cirebon (Java) 16 mei 1911	Cirebon (Java)	16.0	5.0	1911.0	20.0	Hilversum 26 april 1989	Hilversum	26.0	4.0	1989.0	20.0
land004vers02	Versprongen ster	1977	7de druk	herdruk	Olaf J.	de	Landell	De Boekerij	Baarn	nl	proza	land004vers02_01	https://www.dbnl.org/tekst/land004vers02_01	land004	1957	1957	exact	1970	1970	False	False	False	True	land004vers02	1957-1957	1957-1957	Landell, Olaf J. de		(Cirebon (Java) 16 mei 1911 - Hilversum 26 april 1989)	1938	1986	Cirebon (Java) 16 mei 1911	Cirebon (Java)	16.0	5.0	1911.0	20.0	Hilversum 26 april 1989	Hilversum	26.0	4.0	1989.0	20.0
pelg001kind01	De kinderen van het Achtste Woud	1977	1ste druk	werk	Els		Pelgrom	Kosmos	Amsterdam/Antwerpen	vn	proza	pelg001kind01_01	https://www.dbnl.org/tekst/pelg001kind01_01	pelg001	1977	1977	exact	1970	1970	False	False	False	True			1977	Pelgrom, Els		(Arnhem 2 april 1934)	1977	1984	Arnhem 2 april 1934	Arnhem	2.0	4.0	1934.0	20.0						
kooi010grot02	De grote stilte	1977	2de druk	herdruk	Dirk Ayelt		Kooiman	De Harmonie	Amsterdam	nl	proza	kooi010grot02_01	https://www.dbnl.org/tekst/kooi010grot02_01	kooi010	1975	1975	exact	1970	1970	False	False	False	True	kooi010grot02	1975-1975	1975-1975	Kooiman, Dirk Ayelt		(Amsterdam 3 januari 1946 - Amsterdam 2 oktober 2018)	1973	1980	Amsterdam 3 januari 1946	Amsterdam	3.0	1.0	1946.0	20.0	Amsterdam 2 oktober 2018	Amsterdam	2.0	10.0	2018.0	21.0
seip002kape02	De kapelaan van Bardelo	1977	1ste druk	uitgave	Emile		Seipgens	Corrie Zelen	St. OdilieÌˆnberg	nl	proza	seip002kape02_01	https://www.dbnl.org/tekst/seip002kape02_01	seip002	1880	1880	exact	1970	1970	False	False	False	True	seip002kape02	1880-1880	1880-1880	Seipgens, Emile	[Emile Antoon Hubert]	(Roermond 16 augustus 1837 - Leiden 25 juni 1896)	1880	1898	Roermond 16 augustus 1837	Roermond	16.0	8.0	1837.0	19.0	Leiden 25 juni 1896	Leiden	25.0	6.0	1896.0	19.0
kool009laat01	De laatste goendroen	1977	1ste druk	werk	Anton		Koolhaas	Van Oorschot	Amsterdam	nl	proza	kool009laat01_01	https://www.dbnl.org/tekst/kool009laat01_01	kool009	1977	1977	exact	1970	1970	False	False	False	True			1977	Koolhaas, Anton		(Utrecht 16 november 1912 - Amsterdam 16 december 1992)	1962	1977	Utrecht 16 november 1912	Utrecht	16.0	11.0	1912.0	20.0	Amsterdam 16 december 1992	Amsterdam	16.0	12.0	1992.0	20.0
fran024drij01	Drijfzand	1977	1ste druk	werk	Robert		Franquinet	Zelen	[St. OdilieÌˆnberg	nl	proza	fran024drij01_01	https://www.dbnl.org/tekst/fran024drij01_01	fran024	1977	1977	exact	1970	1970	False	False	False	True			1977	Franquinet, Robert	[Robert Marie Philomain Jozef]	(Amby 5 juni 1915 - Maastricht 30 mei 1979)	1939	1977	Amby 5 juni 1915	Amby	5.0	6.0	1915.0	20.0	Maastricht 30 mei 1979	Maastricht	30.0	5.0	1979.0	20.0
ferr003turk01	Turkenvespers	1977	1ste druk	werk	Louis		Ferron	De Bezige Bij	Amsterdam	nl	proza	ferr003turk01_01	https://www.dbnl.org/tekst/ferr003turk01_01	ferr003	1977	1977	exact	1970	1970	False	False	False	True			1977	Ferron, Louis	[Aloysius]	(Leiden 4 februari 1942 - Haarlem 26 augustus 2005)	1975	1977	Leiden 4 februari 1942	Leiden	4.0	2.0	1942.0	20.0	Haarlem 26 augustus 2005	Haarlem	26.0	8.0	2005.0	21.0
helm003face01	Facetten van de Surinaamse samenleving	1977	1ste druk	werk	Albert		Helman	De Walburg Pers	Zutphen	nl	proza	helm003face01_01	https://www.dbnl.org/tekst/helm003face01_01	helm003	1977	1977	exact	1970	1970	False	False	False	True			1977	Helman, Albert		(Paramaribo 7 november 1903 - Amsterdam 10 juli 1996)	1926	1999	Paramaribo 7 november 1903	Paramaribo	7.0	11.0	1903.0	20.0	Amsterdam 10 juli 1996	Amsterdam	10.0	7.0	1996.0	20.0
helm003stil03	De stille plantage	1978	15de druk	herdruk	Albert		Helman			nl	proza	helm003stil03_01	https://www.dbnl.org/tekst/helm003stil03_01	helm003	1931	1931	exact	1970	1970	False	False	False	True	helm003stil03	1931-1931	1931-1931	Helman, Albert		(Paramaribo 7 november 1903 - Amsterdam 10 juli 1996)	1926	1999	Paramaribo 7 november 1903	Paramaribo	7.0	11.0	1903.0	20.0	Amsterdam 10 juli 1996	Amsterdam	10.0	7.0	1996.0	20.0
sinn008verh01	Verhalen uit het land der bokkenrijders en der Teuten	1978	1ste druk	werk	J.R.W.		Sinninghe	Wedrego	Heerlen	nl	proza	sinn008verh01_01	https://www.dbnl.org/tekst/sinn008verh01_01	sinn008	1978	1978	exact	1970	1970	False	False	False	True			1978	Sinninghe, J.R.W.	[Jacques Rudolf Willem]	(1904 -   1988)	1978	1978	1904				1904.0	20.0	1988				1988.0	20.0
hoon007bitt01	Bitter lemon	1978	1ste druk	werk	Cor	de	Hoon	Corrie Zelen	z.p. [Maasbree]	nl	proza	hoon007bitt01_01	https://www.dbnl.org/tekst/hoon007bitt01_01	hoon007	1978	1978	exact	1970	1970	False	False	False	True			1978	Hoon, Cor de		(Kerkrade 8 juni 1925 - Heerlen 12 juni 2011)	1970	1978	Kerkrade 8 juni 1925	Kerkrade	8.0	6.0	1925.0	20.0	Heerlen 12 juni 2011	Heerlen	12.0	6.0	2011.0	21.0
eman001inwi02	Inwijding	1978	1ste druk	uitgave	Marcellus		Emants	Uitgeversmaatschappij Deltos Elsevier	Amsterdam/Brussel	vn	proza	eman001inwi02_01	https://www.dbnl.org/tekst/eman001inwi02_01	eman001	1901	1901	exact	1970	1970	False	False	False	True	eman001inwi02	1901-1901	1901-1901	Emants, Marcellus		(Voorburg 12 augustus 1848 - Baden 14 oktober 1923)	1878	1983	Voorburg 12 augustus 1848	Voorburg	12.0	8.0	1848.0	19.0	Baden 14 oktober 1923	Baden	14.0	10.0	1923.0	20.0
vest002mene02	Verzamelde romans. Deel 2. Meneer Visser's hellevaart	1978	1ste druk	uitgave	Simon		Vestdijk	Nijgh & Van Ditmar	Rotterdam	nl	proza	vest002mene02_01	https://www.dbnl.org/tekst/vest002mene02_01	vest002	1936	1936	exact	1970	1970	False	False	False	True	vest002mene02	1936-1936	1936-1936	Vestdijk, Simon		(Harlingen 17 oktober 1898 - Utrecht 23 maart 1971)	1935	1968	Harlingen 17 oktober 1898	Harlingen	17.0	10.0	1898.0	19.0	Utrecht 23 maart 1971	Utrecht	23.0	3.0	1971.0	20.0
vest002vijf06	Verzamelde romans. Deel 5. Het vijfde zegel	1978	1ste druk	uitgave	Simon		Vestdijk	Uitgeverij Nijgh & Van Ditmar	Den Haag / Rotterdam	nl	proza	vest002vijf06_01	https://www.dbnl.org/tekst/vest002vijf06_01	vest002	1937	1937	exact	1970	1970	False	False	False	True	vest002vijf06	1937-1937	1937-1937	Vestdijk, Simon		(Harlingen 17 oktober 1898 - Utrecht 23 maart 1971)	1935	1968	Harlingen 17 oktober 1898	Harlingen	17.0	10.0	1898.0	19.0	Utrecht 23 maart 1971	Utrecht	23.0	3.0	1971.0	20.0
rahm001drie01	Drie ware vrienden 	1978	1ste druk	werk	Rita		Rahman	Graphic Arts	Paramaribo	sur	proza	rahm001drie01_01	https://www.dbnl.org/tekst/rahm001drie01_01	rahm001	1978	1978	exact	1970	1970	False	False	False	True			1978	Rahman, Rita	[Rita Dulci]	(Aruba 6 april 1952)	1978	1978	Aruba 6 april 1952	Aruba	6.0	4.0	1952.0	20.0						
cair001djar01	Djari/Erven	1978	1ste druk	werk	Edgar		Cairo	In de Knipscheer	Haarlem	nl	proza	cair001djar01_01	https://www.dbnl.org/tekst/cair001djar01_01	cair001	1978	1978	exact	1970	1970	False	False	False	True			1978	Cairo, Edgar		(Paramaribo 7 mei 1948 - Amsterdam 16 november 2000)	1977	1986	Paramaribo 7 mei 1948	Paramaribo	7.0	5.0	1948.0	20.0	Amsterdam 16 november 2000	Amsterdam	16.0	11.0	2000.0	20.0
blam001hmas01	Fragmentarisch. Nagelaten proza	1978	1ste druk	uitgave	Anna		Blaman	Meulenhoff	Amsterdam	nl	proza	blam001hmas01_01	https://www.dbnl.org/tekst/blam001hmas01_01	blam001	1978	1978	exact	1970	1970	False	False	False	True			1978	Blaman, Anna		(Rotterdam 31 januari 1905 - Rotterdam 13 juli 1960)	1941	1989	Rotterdam 31 januari 1905	Rotterdam	31.0	1.0	1905.0	20.0	Rotterdam 13 juli 1960	Rotterdam	13.0	7.0	1960.0	20.0
albe009verg02	De vergaderzaal	1978	4de druk	herdruk	A.		Alberts	G.A. van Oorschot	Amsterdam	nl	proza	albe009verg02_01	https://www.dbnl.org/tekst/albe009verg02_01	albe009	1974	1974	exact	1970	1970	False	False	False	True	albe009verg02	1974-1974	1974-1974	Alberts, A.		(Haarlem 23 augustus 1911 - Amsterdam 16 december 1995)	1974	1974	Haarlem 23 augustus 1911	Haarlem	23.0	8.0	1911.0	20.0	Amsterdam 16 december 1995	Amsterdam	16.0	12.0	1995.0	20.0
land004kant02	De kantélen kàntelen	1978	2de druk	herdruk	Olaf J.	de	Landell	De Boekerij	Baarn	nl	proza	land004kant02_01	https://www.dbnl.org/tekst/land004kant02_01	land004	1959	1959	exact	1970	1970	False	False	False	True	land004kant02	1959-1959	1959-1959	Landell, Olaf J. de		(Cirebon (Java) 16 mei 1911 - Hilversum 26 april 1989)	1938	1986	Cirebon (Java) 16 mei 1911	Cirebon (Java)	16.0	5.0	1911.0	20.0	Hilversum 26 april 1989	Hilversum	26.0	4.0	1989.0	20.0
vest002bevr02	Verzamelde romans. Deel 19. Bevrijdingsfeest	1978	1ste druk	uitgave	Simon		Vestdijk	De Bezige Bij	Amsterdam	nl	proza	vest002bevr02_01	https://www.dbnl.org/tekst/vest002bevr02_01	vest002	1949	1949	exact	1970	1970	False	False	False	True	vest002bevr02	1949-1949	1949-1949	Vestdijk, Simon		(Harlingen 17 oktober 1898 - Utrecht 23 maart 1971)	1935	1968	Harlingen 17 oktober 1898	Harlingen	17.0	10.0	1898.0	19.0	Utrecht 23 maart 1971	Utrecht	23.0	3.0	1971.0	20.0
land004kroe02	Kroelen met de kroon	1978	3de druk	herdruk	Olaf J.	de	Landell	De Boekerij	Baarn	nl	proza	land004kroe02_01	https://www.dbnl.org/tekst/land004kroe02_01	land004	1972	1972	exact	1970	1970	False	False	False	True	land004kroe02	1972-1972	1972-1972	Landell, Olaf J. de		(Cirebon (Java) 16 mei 1911 - Hilversum 26 april 1989)	1938	1986	Cirebon (Java) 16 mei 1911	Cirebon (Java)	16.0	5.0	1911.0	20.0	Hilversum 26 april 1989	Hilversum	26.0	4.0	1989.0	20.0
haim001wego02	De weg over de grens	1978	2de druk	herdruk	Paul		Haimon	Zelen	Maasbree	nl	proza	haim001wego02_01	https://www.dbnl.org/tekst/haim001wego02_01	haim001	1958	1958	exact	1970	1970	False	False	False	True	haim001wego02	1958-1958	1958-1958	Haimon, Paul		(Ohe en Laak 20 oktober 1913 - Mheer 11 februari 1996)	1940	1959	Ohe en Laak 20 oktober 1913	Ohe en Laak	20.0	10.0	1913.0	20.0	Mheer 11 februari 1996	Mheer	11.0	2.0	1996.0	20.0
hann001blau02	De blauwe reigers	1978	1ste druk	werk	Robin		Hannelore	Vlaamse Fimpjes; Uitgeverij Averbode	Averbode	be	proza	hann001blau02_01	https://www.dbnl.org/tekst/hann001blau02_01	hann001	1978	1978	exact	1970	1970	False	False	False	True			1978	Hannelore, Robin		(Pulle 21 maart 1937)	1970	1994	Pulle 21 maart 1937	Pulle	21.0	3.0	1937.0	20.0						
vest002held03	Verzamelde romans. Deel 37. De held van Temesa	1979	1ste druk	uitgave	Simon		Vestdijk	Nijgh & Van Ditmar	Den Haag / Rotterdam	nl	proza	vest002held03_01	https://www.dbnl.org/tekst/vest002held03_01	vest002	1962	1962	exact	1970	1970	False	False	False	True	vest002held03	1962-1962	1962-1962	Vestdijk, Simon		(Harlingen 17 oktober 1898 - Utrecht 23 maart 1971)	1935	1968	Harlingen 17 oktober 1898	Harlingen	17.0	10.0	1898.0	19.0	Utrecht 23 maart 1971	Utrecht	23.0	3.0	1971.0	20.0
vest002scha06	Verzamelde romans. Deel 49. Het schandaal der Blauwbaarden	1979	1ste druk	uitgave	Simon		Vestdijk	Uitgeverij Nijgh & Van Ditmar	Den Haag / Rotterdam	nl	proza	vest002scha06_01	https://www.dbnl.org/tekst/vest002scha06_01	vest002	1968	1968	exact	1970	1970	False	False	False	True	vest002scha06	1968-1968	1968-1968	Vestdijk, Simon		(Harlingen 17 oktober 1898 - Utrecht 23 maart 1971)	1935	1968	Harlingen 17 oktober 1898	Harlingen	17.0	10.0	1898.0	19.0	Utrecht 23 maart 1971	Utrecht	23.0	3.0	1971.0	20.0
oltm001scha01	De schaapherder	1979	fotomechanische herdruk	herdruk	J.F.		Oltmans	Kramers	Den Haag	nl	proza	oltm001scha01_01	https://www.dbnl.org/tekst/oltm001scha01_01	oltm001	1979	1979	exact	1970	1970	False	False	False	True			1979	Oltmans, J.F.	[Jan Frederik]	(Den Haag 1 september 1806 - Steenderen 29 januari 1854)	1834	1979	Den Haag 1 september 1806	Den Haag	1.0	9.0	1806.0	19.0	Steenderen 29 januari 1854	Steenderen	29.0	1.0	1854.0	19.0
helm003sere02	Serenitas	1979	2de druk	herdruk	Albert		Helman	De Gemeenschap	Utrecht	nl	proza	helm003sere02_01	https://www.dbnl.org/tekst/helm003sere02_01	helm003	1930	1930	exact	1970	1970	False	False	False	True	helm003sere02	1930-1930	1930-1930	Helman, Albert		(Paramaribo 7 november 1903 - Amsterdam 10 juli 1996)	1926	1999	Paramaribo 7 november 1903	Paramaribo	7.0	11.0	1903.0	20.0	Amsterdam 10 juli 1996	Amsterdam	10.0	7.0	1996.0	20.0
vest002akta03	Verzamelde romans. Deel 9. Aktaion onder de sterren	1979	1ste druk	uitgave	Simon		Vestdijk	Uitgeverij Nijgh & Van Ditmar	Den Haag / Rotterdam	nl	proza	vest002akta03_01	https://www.dbnl.org/tekst/vest002akta03_01	vest002	1941	1941	exact	1970	1970	False	False	False	True	vest002akta03	1941-1941	1941-1941	Vestdijk, Simon		(Harlingen 17 oktober 1898 - Utrecht 23 maart 1971)	1935	1968	Harlingen 17 oktober 1898	Harlingen	17.0	10.0	1898.0	19.0	Utrecht 23 maart 1971	Utrecht	23.0	3.0	1971.0	20.0
hann001brie01	Een brief aan de koning	1979	1ste druk	werk	Robin		Hannelore	De Roerdomp	Brecht	be	proza	hann001brie01_01	https://www.dbnl.org/tekst/hann001brie01_01	hann001	1979	1979	exact	1970	1970	False	False	False	True			1979	Hannelore, Robin		(Pulle 21 maart 1937)	1970	1994	Pulle 21 maart 1937	Pulle	21.0	3.0	1937.0	20.0						
ecre001vier01	Vier verhalen uit het land van Zwentibold	1979	1ste druk	uitgave	Pieter		Ecrevisse	Schrijen	Maastricht	nl	proza	ecre001vier01_01	https://www.dbnl.org/tekst/ecre001vier01_01	ecre001	1846	1889	exact	1970	1970	False	False	False	True	ecre001vier01	1846-1889	1846-1889	Ecrevisse, Pieter		(Obbicht, bij Sittard 3 juni 1804 - Eeklo 16 december 1879)	1845	1889	Obbicht, bij Sittard 3 juni 1804	Obbicht, bij Sittard	3.0	6.0	1804.0	19.0	Eeklo 16 december 1879	Eeklo	16.0	12.0	1879.0	19.0
land004tere02	Ter ere van	1979	5de druk	herdruk	Olaf J.	de	Landell	De Boekerij	Amsterdam/Brussel	vn	proza	land004tere02_01	https://www.dbnl.org/tekst/land004tere02_01	land004	1966	1966	exact	1970	1970	False	False	False	True	land004tere02	1966-1966	1966-1966	Landell, Olaf J. de		(Cirebon (Java) 16 mei 1911 - Hilversum 26 april 1989)	1938	1986	Cirebon (Java) 16 mei 1911	Cirebon (Java)	16.0	5.0	1911.0	20.0	Hilversum 26 april 1989	Hilversum	26.0	4.0	1989.0	20.0
eede003joha02	Johannes Viator	1979	2de druk	herdruk	Frederik	van	Eeden	Servire	Katwijk	nl	proza	eede003joha02_01	https://www.dbnl.org/tekst/eede003joha02_01	eede003	1892	1892	exact	1970	1970	False	False	False	True	eede003joha02	1892-1892	1892-1892	Eeden, Frederik van	[Frederik Willem]	(Haarlem 3 april 1860 - Bussum 16 juni 1932)	1892	1912	Haarlem 3 april 1860	Haarlem	3.0	4.0	1860.0	19.0	Bussum 16 juni 1932	Bussum	16.0	6.0	1932.0	20.0
rooy008verw01	Verworpen vaderland	1979	1ste druk	werk	René	de	Rooy	Meulenhoff	Amsterdam	nl	proza	rooy008verw01_01	https://www.dbnl.org/tekst/rooy008verw01_01	rooy008	1979	1979	exact	1970	1970	False	False	False	True			1979	Rooy, René de	[René André]	(Paramaribo 1 oktober 1917 - Guadalajara 17 oktober 1974)	1979	1997	Paramaribo 1 oktober 1917	Paramaribo	1.0	10.0	1917.0	20.0	Guadalajara 17 oktober 1974	Guadalajara	17.0	10.0	1974.0	20.0
geel005alis01	Al is de waarheid nog zo snel	1980	1ste druk	werk	Rudolf		Geel	Meulenhoff	Amsterdam	nl	proza	geel005alis01_01	https://www.dbnl.org/tekst/geel005alis01_01	geel005	1980	1980	exact	1980	1980	False	False	False	True			1980	Geel, Rudolf	[Rudolphus Johannes]	(Amsterdam 27 januari 1941)	1963	1998	Amsterdam 27 januari 1941	Amsterdam	27.0	1.0	1941.0	20.0						
helm003mede02	De medeminnaars	1980	2de druk	herdruk	Albert		Helman			nl	proza	helm003mede02_01	https://www.dbnl.org/tekst/helm003mede02_01	helm003	1953	1953	exact	1980	1980	False	False	False	True	helm003mede02	1953-1953	1953-1953	Helman, Albert		(Paramaribo 7 november 1903 - Amsterdam 10 juli 1996)	1926	1999	Paramaribo 7 november 1903	Paramaribo	7.0	11.0	1903.0	20.0	Amsterdam 10 juli 1996	Amsterdam	10.0	7.0	1996.0	20.0
eede003siri02	Sirius en Siderius	1980	1ste druk	herdruk	Frederik	van	Eeden	Servire	Katwijk aan Zee	nl	proza	eede003siri02_01	https://www.dbnl.org/tekst/eede003siri02_01	eede003	1912	1912	exact	1980	1980	False	False	False	True	eede003siri02	1912-1912	1912-1912	Eeden, Frederik van	[Frederik Willem]	(Haarlem 3 april 1860 - Bussum 16 juni 1932)	1892	1912	Haarlem 3 april 1860	Haarlem	3.0	4.0	1860.0	19.0	Bussum 16 juni 1932	Bussum	16.0	6.0	1932.0	20.0
niem005bakr01	De bakru is gevlogen	1980	1ste druk	werk	Jules		Niemel	Z.n.	z.p.	nl	proza	niem005bakr01_01	https://www.dbnl.org/tekst/niem005bakr01_01	niem005	1980	1980	exact	1980	1980	False	False	False	True			1980	Niemel, Jules	[Jules Walther Anthonius]	(Paramaribo 2 februari 1940 - Amsterdam 29 maart 2015)	1980	1980	Paramaribo 2 februari 1940	Paramaribo	2.0	2.0	1940.0	20.0	Amsterdam 29 maart 2015	Amsterdam	29.0	3.0	2015.0	21.0
vest002vijf07	Verzamelde romans. Deel 22. De vijf roeiers	1980	1ste druk	uitgave	Simon		Vestdijk	Nijgh & Van Ditmar	Den Haag / Rotterdam	nl	proza	vest002vijf07_01	https://www.dbnl.org/tekst/vest002vijf07_01	vest002	1951	1951	exact	1980	1980	False	False	False	True	vest002vijf07	1951-1951	1951-1951	Vestdijk, Simon		(Harlingen 17 oktober 1898 - Utrecht 23 maart 1971)	1935	1968	Harlingen 17 oktober 1898	Harlingen	17.0	10.0	1898.0	19.0	Utrecht 23 maart 1971	Utrecht	23.0	3.0	1971.0	20.0
veug001zoch01	'ne Zöch vaan de ieuwigheid	1980	1ste druk	werk	Léon		Veugen	Léon Veugen	Maastricht	nl	proza	veug001zoch01_01	https://www.dbnl.org/tekst/veug001zoch01_01	veug001	1980	1980	exact	1980	1980	False	False	False	True			1980	Veugen, Léon		(Maastricht 30 oktober 1919 - Narooma 3 april 2001)	1980	1980	Maastricht 30 oktober 1919	Maastricht	30.0	10.0	1919.0	20.0	Narooma 3 april 2001	Narooma	3.0	4.0	2001.0	21.0
geel005ambi01	De ambitie	1980	1ste druk	werk	Rudolf		Geel	De Bezige Bij	Amsterdam	nl	proza	geel005ambi01_01	https://www.dbnl.org/tekst/geel005ambi01_01	geel005	1980	1980	exact	1980	1980	False	False	False	True			1980	Geel, Rudolf	[Rudolphus Johannes]	(Amsterdam 27 januari 1941)	1963	1998	Amsterdam 27 januari 1941	Amsterdam	27.0	1.0	1941.0	20.0						
verv017mets01	Met stijgende verbazing	1980	1ste druk	werk	Hans		Vervoort	De Arbeiderspers	Amsterdam	nl	proza	verv017mets01_01	https://www.dbnl.org/tekst/verv017mets01_01	verv017	1980	1980	exact	1980	1980	False	False	False	True			1980	Vervoort, Hans	[Johan Willem Sebastiaan]	(Mageland 22 april 1939)	1970	1994	Mageland 22 april 1939	Mageland	22.0	4.0	1939.0	20.0						
hann001requ01	Requiem voor de geitenmelker	1980	1ste druk	werk	Robin		Hannelore	Davidsfonds	Leuven	be	proza	hann001requ01_01	https://www.dbnl.org/tekst/hann001requ01_01	hann001	1980	1980	exact	1980	1980	False	False	False	True			1980	Hannelore, Robin		(Pulle 21 maart 1937)	1970	1994	Pulle 21 maart 1937	Pulle	21.0	3.0	1937.0	20.0						
koss001geur01	Geur der droefenis	1980	1ste druk	werk	Alfred		Kossmann	Querido	Amsterdam	nl	proza	koss001geur01_01	https://www.dbnl.org/tekst/koss001geur01_01	koss001	1980	1980	exact	1980	1980	False	False	False	True			1980	Kossmann, Alfred		(Leiden 31 januari 1922 - Amsterdam 27 juni 1998)	1951	1980	Leiden 31 januari 1922	Leiden	31.0	1.0	1922.0	20.0	Amsterdam 27 juni 1998	Amsterdam	27.0	6.0	1998.0	20.0
cair001jaje01	Jeje disi/Karakter's krachten	1980	1ste druk	werk	Edgar		Cairo	In de Knipscheer	Haarlem	nl	proza	cair001jaje01_01	https://www.dbnl.org/tekst/cair001jaje01_01	cair001	1980	1980	exact	1980	1980	False	False	False	True			1980	Cairo, Edgar		(Paramaribo 7 mei 1948 - Amsterdam 16 november 2000)	1977	1986	Paramaribo 7 mei 1948	Paramaribo	7.0	5.0	1948.0	20.0	Amsterdam 16 november 2000	Amsterdam	16.0	11.0	2000.0	20.0
cair001mibo01	Mi boto doro/Droomboot havenloos	1980	1ste druk	werk	Edgar		Cairo	In de Knipscheer	Haarlem	nl	proza	cair001mibo01_01	https://www.dbnl.org/tekst/cair001mibo01_01	cair001	1980	1980	exact	1980	1980	False	False	False	True			1980	Cairo, Edgar		(Paramaribo 7 mei 1948 - Amsterdam 16 november 2000)	1977	1986	Paramaribo 7 mei 1948	Paramaribo	7.0	5.0	1948.0	20.0	Amsterdam 16 november 2000	Amsterdam	16.0	11.0	2000.0	20.0
lees002caps01	Cap Sud	1980	1ste druk	werk	R.R.	van der	Leest	Koperative Utjowerij Q	Boalsert	nl	proza	lees002caps01_01	https://www.dbnl.org/tekst/lees002caps01_01	lees002	1980	1980	exact	1980	1980	False	False	False	True			1980	Leest, R.R. van der	[Reinder Rienke]	(Drachten 29 juni 1933)	1980	1980	Drachten 29 juni 1933	Drachten	29.0	6.0	1933.0	20.0						
kooi010vert01	De vertellingen van een verloren dag	1980	1ste druk	werk	Dirk Ayelt		Kooiman	De Harmonie	Amsterdam	nl	proza	kooi010vert01_01	https://www.dbnl.org/tekst/kooi010vert01_01	kooi010	1980	1980	exact	1980	1980	False	False	False	True			1980	Kooiman, Dirk Ayelt		(Amsterdam 3 januari 1946 - Amsterdam 2 oktober 2018)	1973	1980	Amsterdam 3 januari 1946	Amsterdam	3.0	1.0	1946.0	20.0	Amsterdam 2 oktober 2018	Amsterdam	2.0	10.0	2018.0	21.0
mend001alsw02	Als wind en rook	1980	3de druk	herdruk	Josepha		Mendels	Meulenhoff	Amsterdam	nl	proza	mend001alsw02_01	https://www.dbnl.org/tekst/mend001alsw02_01	mend001	1950	1950	exact	1980	1980	False	False	False	True	mend001alsw02	1950-1950	1950-1950	Mendels, Josepha	[Josepha Judica]	(Groningen 18 juli 1902 - Eindhoven 10 september 1995)	1950	1970	Groningen 18 juli 1902	Groningen	18.0	7.0	1902.0	20.0	Eindhoven 10 september 1995	Eindhoven	10.0	9.0	1995.0	20.0
